"Metalopex,"Metalopex merriami",7.6000000000000005,14.1815
"Rhizocyon,"Rhizocyon oregonensis",25.615000000000002,25.615000000000002
"Euoplocyon,"Euoplocyon brachygnathus",14.785,18.2
"Leptocyon,"Leptocyon leidyi",14.785,22.615000000000002
"Leptocyon,"Leptocyon douglassi",25.615000000000002,28.55
"Lycaon","Lycaon",0.4535,3.0940000000000003
"Archaeocyon,"Archaeocyon falkenbachi",25.615000000000002,25.615000000000002
"Ectopocynus,"Ectopocynus simplicidens",18.2,18.2
"Urocyon,"Urocyon minicephalus",1.05,1.05
"Epicyon","Epicyon",7.6000000000000005,11.95
"Cynodesmus,"Cynodesmus martini",25.615000000000002,25.615000000000002
"Xenocyon","Xenocyon",0.4535,1.6845
"Cynodictis,"Cynodictis lacustris",35.55,35.95
"Urocyon,"Urocyon progressus",3.35,3.35
"Canidae","Canidae",0.06885,35.55
"Enhydrocyon,"Enhydrocyon stenocephalus",25.615000000000002,25.615000000000002
"Alopex","Alopex",2.6723500000000002,2.6723500000000002
"Cynarctoides,"Cynarctoides gawnae",14.1815,18.2
"Borophagus,"Borophagus hilli",3.35,14.1815
"Leptocyon,"Leptocyon vulpinus",18.2,25.615000000000002
"Metalopex,"Metalopex bakeri",7.6000000000000005,7.6000000000000005
"Canis,"Canis (Pseudalopex)",0.06885,1.29985
"Canis,"Canis aureus",0.00585,3.0940000000000003
"Leptocyon,"Leptocyon tejonensis",11.95,11.95
"Xenocyon,"Xenocyon lycaonoides",0.4535,1.6845
"Ectopocynus,"Ectopocynus intermedius",25.615000000000002,25.615000000000002
"Pseudalopex,"Pseudalopex gymnocercus",0.00585,1.6845
"Vulpes,"Vulpes stenognathus",1.05,14.785
"Phlaocyon,"Phlaocyon yatkolai",18.2,18.2
"Cynarctus,"Cynarctus saxatilis",14.785,14.785
"Protemnocyon,"Protemnocyon inflatus",33.599999999999994,33.599999999999994
"Borophagus,"Borophagus dudleyi",4.4665,4.4665
"Protepicyon,"Protepicyon raki",14.785,14.785
"Leptocyon,"Leptocyon gregorii",22.615000000000002,22.615000000000002
"Chrysocyon","Chrysocyon",1.294,1.294
"Archaeocyon,"Archaeocyon pavidus",25.615000000000002,32.05
"Aelurodon,"Aelurodon asthenostylus",14.785,18.2
"Urocyon,"Urocyon galushai",3.35,3.35
"Cynarctus,"Cynarctus voorhiesi",11.95,11.95
"Xenocyon,"Xenocyon texanus",1.05,1.05
"Cynarctus","Cynarctus",11.95,14.785
"Paraenhydrocyon,"Paraenhydrocyon wallovianus",22.615000000000002,25.615000000000002
"Neovulpavus,"Neovulpavus washakius",43.3,43.3
"Paratomarctus,"Paratomarctus euthos",9.25,14.1815
"Eucyon,"Eucyon davisi",3.35,14.1815
"Enhydrocyon,"Enhydrocyon basilatus",22.615000000000002,22.615000000000002
"Vulpes,"Vulpes velox",0.063,3.35
"Chailicyon,"Chailicyon crassidens",42.900000000000006,42.900000000000006
"Vulpes,"Vulpes mathisoni",4.4665,4.4665
"Cynarctoides,"Cynarctoides whistleri",18.2,18.2
"Enhydrocyon,"Enhydrocyon crassidens",22.615000000000002,28.55
"Sunkahetanka,"Sunkahetanka geringensis",25.615000000000002,28.55
"Cynarctus,"Cynarctus wangi",14.785,14.785
"Canis,"Canis edwardii",1.05,14.1815
"Otocyon","Otocyon",0.39635000000000004,3.0940000000000003
"Cerdocyon,"Cerdocyon texanus",3.35,7.6000000000000005
"Canis,"Canis familiaris",0.00585,1.294
"Nyctereutes,"Nyctereutes abdeslami",3.0940000000000003,3.0940000000000003
"Metatomarctus,"Metatomarctus canavus",14.1815,18.2
"Vulpes,"Vulpes chama",0.00585,1.6845
"Cuon","Cuon",0.06885,0.4535
"Euoplocyon,"Euoplocyon spissidens",18.2,18.2
"Paracynarctus,"Paracynarctus sinclairi",14.785,18.2
"Phlaocyon,"Phlaocyon annectens",22.615000000000002,22.615000000000002
"Osbornodon,"Osbornodon iamonensis",18.2,19.5
"Cynarctus,"Cynarctus crucidens",8.470500000000001,14.1815
"Epicyon,"Epicyon aelurodontoides",7.6000000000000005,7.6000000000000005
"Leptocyon,"Leptocyon mollis",25.615000000000002,25.615000000000002
"Nyctereutes","Nyctereutes",1.29985,7.0165
"Tomarctus,"Tomarctus brevirostris",14.1815,18.2
"Leptocyon","Leptocyon",11.95,25.615000000000002
"Theriodictis","Theriodictis",0.06885,1.6845
"Mesocyon,"Mesocyon temnodon",22.615000000000002,33.599999999999994
"Cynarctoides,"Cynarctoides luskensis",22.615000000000002,25.615000000000002
"Dusicyon,"Dusicyon culpaeus",1.29985,1.29985
"Hesperocyon,"Hesperocyon coloradensis",33.599999999999994,33.599999999999994
"Carpocyon,"Carpocyon robustus",11.95,14.1815
"Chrysocyon,"Chrysocyon nearcticus",3.35,3.35
"Borophagus,"Borophagus pugnator",7.6000000000000005,14.1815
"Osbornodon,"Osbornodon renjiei",32.05,33.599999999999994
"Paracynarctus,"Paracynarctus kelloggi",14.1815,18.2
"Borophagus,"Borophagus diversidens",3.35,3.35
"Osbornodon,"Osbornodon sesnoni",25.615000000000002,32.05
"Hesperocyon,"Hesperocyon gregarius",32.05,38.8
"Nyctereutes,"Nyctereutes procyonoides",0.06885,1.294
"Vulpes,"Vulpes kernensis",11.95,11.95
"Vulpes,"Vulpes vulpes",0.00585,2.894
"Aelurodon,"Aelurodon wheelerianus",18.2,18.2
"Cynodesmus,"Cynodesmus thooides",25.615000000000002,32.05
"Borophagus,"Borophagus parvus",7.6000000000000005,7.6000000000000005
"Canis,"Canis ferox",3.35,7.6000000000000005
"Aelurodon,"Aelurodon ferox",9.25,14.785
"Microtomarctus,"Microtomarctus conferta",14.1815,18.2
"Lycaon,"Lycaon pictus",0.00585,1.29985
"Cynarctoides,"Cynarctoides emryi",18.2,18.2
"Vulpes,"Vulpes cascadensis",0.06885,0.06885
"Metatomarctus","Metatomarctus",14.1815,14.1815
"Canis,"Canis lepophagus",0.06885,7.6000000000000005
"Canis,"Canis anthus",1.294,1.294
"Cynodictis","Cynodictis",31.0,52.2
"Vulpes,"Vulpes vulpes macroura",0.06885,0.06885
"Theriodictis,"Theriodictis floridanus",3.35,3.35
"Aelurodon,"Aelurodon stirtoni",11.95,14.785
"Chrysocyon,"Chrysocyon brachyurus",1.294,1.6845
"Dusicyon,"Dusicyon avus",0.06885,0.3965
"Phlaocyon,"Phlaocyon taylori",25.615000000000002,27.8
"Protocyon","Protocyon",0.06885,1.29985
"Canis,"Canis rufus",0.06885,3.35
"Canini","Canini",3.35,7.6000000000000005
"Canis,"Canis latrans",0.00585,3.35
"Cerdocyon,"Cerdocyon avius",3.35,3.9605
"Gobicyon","Gobicyon",10.6515,12.719999999999999
"Otarocyon,"Otarocyon macdonaldi",33.599999999999994,33.599999999999994
"Dusicyon,"Dusicyon sechurae",0.39635000000000004,0.39635000000000004
"Osbornodon,"Osbornodon brachypus",18.2,22.615000000000002
"Vulpini","Vulpini",0.06885,0.06885
"Dusicyon","Dusicyon",0.00585,1.29985
"Urocyon","Urocyon",0.06885,11.95
"Phlaocyon,"Phlaocyon mariae",18.2,18.2
"Borophagus,"Borophagus orc",4.4665,7.6000000000000005
"Protocyon,"Protocyon orcesi",0.39635000000000004,0.39635000000000004
"Osbornodon,"Osbornodon wangi",25.615000000000002,25.615000000000002
"Metalopex,"Metalopex macconnelli",11.95,14.1815
"Tephrocyon,"Tephrocyon rurestris",14.1815,14.785
"Epicyon,"Epicyon saevus",7.6000000000000005,14.785
"Aelurodon,"Aelurodon mcgrewi",14.1815,14.785
"Vulpes","Vulpes",0.00585,7.6000000000000005
"Eucyon","Eucyon",3.9605,8.470500000000001
"Phlaocyon","Phlaocyon",18.2,25.615000000000002
"Protocyon,"Protocyon troglodytes",0.063,1.294
"Oxetocyon,"Oxetocyon cuspidatus",32.05,32.05
"Cormocyon","Cormocyon",28.55,28.55
"Tomarctus,"Tomarctus hippophaga",14.1815,18.2
"Osbornodon,"Osbornodon scitulus",18.2,18.2
"Canis,"Canis apolloniensis",1.6845,1.6845
"Cubacyon,"Cubacyon transversidens",1.294,1.294
"Cynotherium","Cynotherium",0.06885,1.80585
"Cerdocyon,"Cerdocyon thous",0.00585,0.063
"Phlaocyon,"Phlaocyon minor",18.2,25.615000000000002
"Aelurodon","Aelurodon",8.470500000000001,14.785
"Aelurodon,"Aelurodon taxoides",7.6000000000000005,14.1815
"Cormocyon,"Cormocyon copei",14.1815,28.55
"Phlaocyon,"Phlaocyon multicuspus",22.615000000000002,22.615000000000002
"Ectopocynus,"Ectopocynus antiquus",25.615000000000002,32.05
"Speothos,"Speothos venaticus",0.00585,0.00585
"Canis,"Canis mesomelas",0.00585,3.9605
"Canis,"Canis proplatensis",1.6845,1.6845
"Mesocyon,"Mesocyon brachyops",25.615000000000002,25.615000000000002
"Desmocyon,"Desmocyon matthewi",18.2,18.2
"Archaeocyon,"Archaeocyon leptodus",25.615000000000002,32.05
"Desmocyon,"Desmocyon thomsoni",14.1815,25.615000000000002
"Canis,"Canis cedazoensis",1.05,1.05
"Borophagus","Borophagus",3.35,14.1815
"Borophagus,"Borophagus secundus",7.6000000000000005,14.1815
"Carpocyon","Carpocyon",14.1815,14.785
"Aelurodon,"Aelurodon montanensis",14.785,14.785
"Cuon,"Cuon alpinus",0.06885,1.29985
"Phlaocyon,"Phlaocyon marslandensis",18.2,18.2
"Cynarctoides,"Cynarctoides harlowi",22.615000000000002,22.615000000000002
"Osbornodon,"Osbornodon fricki",14.785,18.2
"Paraenhydrocyon,"Paraenhydrocyon josephi",22.615000000000002,25.615000000000002
"Leptocyon,"Leptocyon vafer",11.95,14.785
"Leptocyon,"Leptocyon delicatus",25.615000000000002,25.615000000000002
"Carpocyon,"Carpocyon limosus",7.6000000000000005,7.6000000000000005
"Eucyon,"Eucyon skinneri",11.95,11.95
"Cynarctoides,"Cynarctoides acridens",14.785,25.615000000000002
"Caedocyon,"Caedocyon tedfordi",25.615000000000002,25.615000000000002
"Protomarctus,"Protomarctus optatus",14.1815,18.205000000000002
